"","RIN","offserv","latitude","longitude","Geolocation","officer_injury","subject_injury","subject_death","officer_used_weapon","officer_used_firearm","date","day","dayofweek","mon","yr","male","race","contact","command","org"
"3930",168414,18,3115491,10070521,"400 BLOCK E 6TH ST",0,0,0,0,0,2015-11-15,15,"Sun","Nov",2015,1,3,5,10,1
"3931",172946,2,3125824,10125651,"2501 W PARMER LN",0,0,0,0,0,2016-03-25,25,"Fri","Mar",2016,1,3,1,3,1
"3932",172947,2,3125824,10125651,"2501 W PARMER LN",0,0,0,0,0,2016-03-25,25,"Fri","Mar",2016,1,3,1,3,1
"3933",150779,4,3115622,10070268,"419 E 6TH ST",1,0,0,0,0,2014-08-23,23,"Sat","Aug",2014,1,2,5,10,1
"3934",150780,4,3115622,10070268,"419 E 6TH ST",1,0,0,0,0,2014-08-23,23,"Sat","Aug",2014,0,2,5,10,1
"3935",152583,3,3128629,10075964,"3406 E 17TH ST",0,0,0,0,0,2014-09-26,26,"Fri","Sep",2014,0,2,1,6,1
"3936",149228,0,3128694,10106147,"9515 N LAMAR BLVD",0,1,0,0,0,NA,NA,NA,NA,NA,1,2,1,8,0
"3937",160444,17,3115491,10070521,"400 E 6TH ST",0,0,0,1,2,2015-05-18,18,"Mon","May",2015,1,2,5,10,1
"3938",160970,17,3115491,10070521,"400 E 6TH ST",0,0,0,0,0,2015-05-18,18,"Mon","May",2015,1,2,5,10,1
"3939",161059,2,3115491,10070521,"400 E 6TH ST",0,0,0,0,0,2015-05-18,18,"Mon","May",2015,1,2,5,10,0
"3940",165622,2,3115283,10069738,"400 E 4TH ST",0,0,0,1,0,2015-08-30,30,"Sun","Aug",2015,1,2,5,10,1
"3941",166881,4,3123986,10057119,"5300 E RIVERSIDE DR",0,0,0,0,0,2015-09-30,30,"Wed","Sep",2015,1,2,4,11,1
"3942",175403,3,3115491,10070521,"400 E 6TH ST",1,1,0,0,0,2016-08-28,28,"Sun","Aug",2016,1,2,5,10,0
"3943",173577,4,3125068,10087969,"5445 N IH 35 SVRD NB",0,0,0,1,1,2016-04-21,21,"Thu","Apr",2016,0,4,6,12,4
"3944",152621,7,3115491,10070521,"400 E 6TH ST",0,0,0,0,0,2014-10-12,12,"Sun","Oct",2014,1,5,2,10,1
"3945",146145,6,3115916,10070553,"611 NECHES ST",1,1,0,1,0,2014-04-11,11,"Fri","Apr",2014,1,5,2,10,1
"3946",152659,3,3115491,10070521,"400 E 6TH ST",0,0,0,0,0,2014-10-12,12,"Sun","Oct",2014,1,5,5,10,1
"3947",155968,7,3115155,10070604,"300 BLOCK E 6TH ST",0,1,0,0,0,NA,NA,NA,NA,NA,1,5,2,10,1
"3948",156181,13,3115155,10070604,"300 BLOCK E 6TH ST",0,1,0,0,0,NA,NA,NA,NA,NA,1,5,2,10,1
"3949",156523,-1,3115155,10070604,"300 BLOCK E 6TH ST",0,1,0,0,0,NA,NA,NA,NA,NA,1,5,2,10,1
"3950",158345,2,3112448,10071920,"707 RIO GRANDE ST",0,1,0,0,0,NA,NA,NA,NA,NA,1,5,1,10,1
"3951",162088,5,3115449,10070596,"600 BLOCK TRINITY ST",0,1,0,1,0,2015-06-21,21,"Sun","Jun",2015,1,5,5,10,1
"3952",165392,1,3115491,10070521,"400 E 6TH ST",0,0,0,0,0,2015-08-28,28,"Fri","Aug",2015,1,5,5,10,1
"3953",165408,1,3115491,10070521,"400 E 6TH ST",0,0,0,0,0,2015-08-28,28,"Fri","Aug",2015,1,5,5,10,1
"3954",165409,8,3115491,10070521,"400 E 6TH ST",0,0,0,0,0,2015-08-28,28,"Fri","Aug",2015,1,5,5,10,1
"3955",166284,10,3114905,10070325,"500 BLOCK SAN JACINTO BLVD",0,0,0,0,0,2015-09-14,14,"Mon","Sep",2015,1,5,6,10,2
"3956",166787,7,3115491,10070521,"400 BLOCK E 6TH ST",1,1,0,0,0,2015-09-27,27,"Sun","Sep",2015,0,5,5,10,0
"3957",167165,5,3115491,10070521,"400 BLOCK E 6TH ST",1,1,0,0,0,2015-09-27,27,"Sun","Sep",2015,0,5,5,10,1
"3958",168327,9,3115601,10070275,"417 E 6TH ST",0,0,0,0,0,2015-11-11,11,"Wed","Nov",2015,1,5,5,10,1
"3959",174185,5,3115415,10070416,"E 6TH ST / TRINITY ST",0,0,0,0,0,2016-05-29,29,"Sun","May",2016,1,5,5,10,0
"3960",172593,2,3115439,10070324,"401 E 6TH ST",0,1,0,1,0,2016-03-18,18,"Fri","Mar",2016,0,5,5,10,0
"3961",172599,3,3115439,10070324,"401 E 6TH ST",0,1,0,1,0,2016-03-18,18,"Fri","Mar",2016,0,5,5,10,0
"3962",172600,2,3115439,10070324,"401 E 6TH ST",0,1,0,1,0,2016-03-18,18,"Fri","Mar",2016,0,5,5,10,0
"3963",172601,9,3115439,10070324,"401 E 6TH ST",0,1,0,1,0,2016-03-18,18,"Fri","Mar",2016,0,5,5,10,0
"3964",167625,7,3096120,10147619,"11000 LAKELINE BLVD",0,0,0,0,0,2015-10-21,21,"Wed","Oct",2015,0,5,1,3,1
"3965",167643,5,3096120,10147619,"11000 LAKELINE BLVD",0,0,0,0,0,2015-10-21,21,"Wed","Oct",2015,0,5,1,3,1
"3966",166741,2,3115784,10070219,"501 E 6TH ST",0,0,0,0,0,2015-09-24,24,"Thu","Sep",2015,1,5,5,10,1
"3967",148007,6,3115491,10070521,"400 BLOCK E 6TH ST",0,0,0,1,0,2014-05-31,31,"Sat","May",2014,1,0,5,10,1
"3968",149281,4,3115155,10070604,"300 E 6TH ST",0,0,0,1,0,2014-06-27,27,"Fri","Jun",2014,1,0,5,10,1
"3969",143889,4,3115469,10070315,"403 E 6TH ST",0,0,0,1,0,2014-02-16,16,"Sun","Feb",2014,1,0,5,10,1
"3970",151320,1,3115647,10070017,"500 NECHES ST",0,0,0,1,0,2014-08-29,29,"Fri","Aug",2014,1,0,5,10,1
"3971",149280,9,3115155,10070604,"300 E 6TH ST",0,0,0,1,0,NA,NA,NA,NA,NA,1,0,5,10,1
"3972",143888,4,3115469,10070315,"403 E 6TH ST",0,0,0,1,0,2014-02-16,16,"Sun","Feb",2014,1,0,5,10,1
"3973",160472,5,3115491,10070521,"400 E 6TH ST",0,0,0,1,0,2015-05-18,18,"Mon","May",2015,1,0,5,10,1
"3974",160972,11,3115687,10070155,"500 BLOCK NECHES ST",0,1,0,1,0,2015-05-29,29,"Fri","May",2015,1,0,1,10,1
"3975",169206,3,3115646,10070479,"414 E 6TH ST",0,0,0,1,0,NA,NA,NA,NA,NA,1,0,5,10,1
"3976",169207,3,3115646,10070479,"414 E 6TH ST",0,0,0,1,0,NA,NA,NA,NA,NA,1,0,5,10,1
"3977",169208,3,3115646,10070479,"414 E 6TH ST",0,0,0,1,0,NA,NA,NA,NA,NA,1,0,5,10,1
"3978",169209,3,3115646,10070479,"414 E 6TH ST",0,0,0,1,0,NA,NA,NA,NA,NA,1,0,2,10,1
"3979",172598,6,3115439,10070324,"401 E 6TH ST",0,1,0,1,0,2016-03-18,18,"Fri","Mar",2016,1,0,5,10,0
"3980",177312,5,3115061,10070631,"222 E 6TH ST",0,0,0,1,0,2016-12-18,18,"Sun","Dec",2016,1,0,5,10,0
"3981",177339,9,3115061,10070631,"222 E 6TH ST",0,0,0,1,0,2016-12-18,18,"Sun","Dec",2016,1,0,5,10,0
"3982",177340,5,3115061,10070631,"222 E 6TH ST",0,0,0,1,0,2016-12-18,18,"Sun","Dec",2016,1,0,5,10,0
"3983",160443,1,3129506,10107050,"502 W LONGSPUR BLVD",1,1,0,0,0,2015-05-16,16,"Sat","May",2015,1,3,1,8,1
"3984",177006,2,3116462,10052257,"2300 MISSION HILL DR",0,1,0,1,1,2016-11-22,22,"Tue","Nov",2016,1,3,1,11,1
"3985",145655,1,3130247,10104366,"506 BLOCK E RUNDBERG LN",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,8,1
"3986",152693,2,3126243,10081999,"1826 MC BEE ST",1,1,0,1,2,2014-10-18,18,"Sat","Oct",2014,1,2,2,5,1
"3987",152741,1,3126243,10081999,"1826 MC BEE ST",0,0,0,0,0,2014-10-18,18,"Sat","Oct",2014,1,2,2,5,1
"3988",156203,2,3120149,10078594,"1025 E 32ND ST",0,0,0,0,0,2015-02-12,12,"Thu","Feb",2015,1,2,1,5,1
"3989",156221,5,3120149,10078594,"1025 E 32ND ST",0,0,0,0,0,2015-02-12,12,"Thu","Feb",2015,1,2,1,5,1
"3990",166542,18,3115555,10070291,"411 E 6TH ST",1,0,0,1,3,2015-09-20,20,"Sun","Sep",2015,1,2,5,10,1
"3991",166545,8,3115555,10070291,"411 E 6TH ST",1,0,0,0,0,2015-09-20,20,"Sun","Sep",2015,1,2,2,10,1
"3992",149745,12,3117100,10073351,"601 E 15TH ST",0,0,0,0,0,2014-07-25,25,"Fri","Jul",2014,1,5,5,5,0
"3993",149804,3,3117100,10073351,"601 E 15TH ST",0,0,0,0,0,2014-07-25,25,"Fri","Jul",2014,1,5,5,5,1
"3994",158061,7,3119088,10068126,"300 COMAL ST",0,0,0,0,0,2015-03-26,26,"Thu","Mar",2015,1,5,2,10,1
"3995",149279,1,3115570,10070773,"400 E 7TH ST",0,0,0,1,0,NA,NA,NA,NA,NA,1,0,5,10,1
"3996",177229,2,3129078,10092100,"1212 WESTHEIMER DR",0,0,0,0,0,2016-12-12,12,"Mon","Dec",2016,1,0,5,12,1
"3997",174132,19,3115491,10070521,"400 BLOCK E 6TH ST",0,1,0,1,0,2016-05-20,20,"Fri","May",2016,1,0,5,10,0
"3998",174199,3,3115491,10070521,"400 BLOCK E 6TH ST",0,1,0,1,0,2016-05-20,20,"Fri","May",2016,1,0,5,10,0
"3999",160167,4,3116181,10070257,"600 E 6TH ST",0,0,0,0,0,2015-05-10,10,"Sun","May",2015,1,3,5,10,2
"4000",161123,4,3116181,10070257,"600 E 6TH ST",0,0,0,0,0,2015-05-10,10,"Sun","May",2015,1,3,5,10,1
"4001",165968,5,3115841,10070419,"500 E 6TH ST",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,5,10,1
"4002",166961,3,3115491,10070521,"400 BLOCK E 6TH ST",0,0,0,0,0,2015-09-25,25,"Fri","Sep",2015,1,3,5,10,1
"4003",171708,1,3125614,10094452,"7100 N IH 35 SVRD SB",0,1,0,0,0,2016-02-22,22,"Mon","Feb",2016,1,3,1,12,1
"4004",146867,21,3127726,10122881,"12330 METRIC BLVD",0,0,0,0,0,2014-05-10,10,"Sat","May",2014,1,2,1,3,1
"4005",155739,2,3116286,10070603,"600 E 7TH ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,2,10,1
"4006",165541,20,3115283,10069738,"400 E 4TH ST",0,1,0,1,0,2015-08-30,30,"Sun","Aug",2015,1,2,5,10,1
"4007",165903,4,3115283,10069738,"400 E 4TH ST",0,0,0,1,0,2015-08-30,30,"Sun","Aug",2015,1,2,5,10,1
"4008",177501,3,3100115,10058643,"2206 PRATHER LN",0,0,0,0,0,2016-12-22,22,"Thu","Dec",2016,1,2,1,7,1
"4009",157430,1,3116919,10072352,"600 BLOCK E 12TH ST",0,1,0,0,0,2015-03-15,15,"Sun","Mar",2015,1,5,4,5,1
"4010",158656,2,3114943,10069872,"300 E 4TH ST",0,1,0,0,0,2015-04-11,11,"Sat","Apr",2015,1,5,1,10,1
"4011",158690,2,3114943,10069872,"300 E 4TH ST",0,1,0,0,0,2015-04-11,11,"Sat","Apr",2015,1,5,1,10,1
"4012",171253,4,3110156,10041054,"2302 E WILLIAM CANNON DR",0,1,0,0,0,NA,NA,NA,NA,NA,1,5,1,9,1
"4013",174304,9,3105341,10073634,"400 ATLANTA ST",1,1,0,0,0,NA,NA,NA,NA,NA,1,5,1,5,2
"4014",174404,1,3105341,10073634,"400 ATLANTA ST",0,1,0,0,0,NA,NA,NA,NA,NA,1,5,4,5,1
"4015",177116,14,3075832,10057182,"6705 W US 290 HWY",0,0,0,0,0,NA,NA,NA,NA,NA,1,5,1,7,1
"4016",149387,1,3115570,10070773,"400 E 7TH ST",0,0,0,1,0,NA,NA,NA,NA,NA,1,0,1,10,1
"4017",167102,1,3116013,10069872,"RED RIVER ST / E 5TH ST",0,0,0,1,0,NA,NA,NA,NA,NA,1,0,5,10,1
"4018",150581,2,3133035,10068474,"5903 JAIN LN",0,1,0,1,1,2014-08-16,16,"Sat","Aug",2014,1,3,1,6,1
"4019",149446,0,3126180,10106932,"1105 RUTLAND DR",0,1,0,0,0,2014-07-14,14,"Mon","Jul",2014,1,3,1,8,1
"4020",156886,2,3135874,10127480,"13609 N IH 35 SVRD NB",0,0,0,0,0,2015-02-26,26,"Thu","Feb",2015,0,3,1,8,1
"4021",167802,2,3113214,10071076,"W 6TH ST / GUADALUPE ST",0,1,0,0,0,2015-10-27,27,"Tue","Oct",2015,1,3,4,10,1
"4022",168415,3,3115491,10070521,"400 BLOCK E 6TH ST",0,0,0,0,0,2015-11-15,15,"Sun","Nov",2015,1,3,5,10,1
"4023",168462,6,3115491,10070521,"400 BLOCK E 6TH ST",0,0,0,0,0,2015-11-15,15,"Sun","Nov",2015,1,3,5,10,1
"4024",175607,9,3115448,10070595,"600 BLOCK TRINITY ST",1,1,0,0,0,NA,NA,NA,NA,NA,1,3,5,10,0
"4025",175627,2,3115448,10070595,"600 BLOCK TRINITY ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,3,5,10,0
"4026",175606,22,3115448,10070595,"600 BLOCK TRINITY ST",0,1,0,1,2,NA,NA,NA,NA,NA,1,3,5,10,0
"4027",169786,12,3115314,10070574,"316 E 6TH ST",0,0,0,0,0,2015-12-30,30,"Wed","Dec",2015,1,2,2,10,1
"4028",169868,18,3115314,10070574,"316 E 6TH ST",0,0,0,0,0,2015-12-30,30,"Wed","Dec",2015,1,2,1,10,1
"4029",174010,5,3115154,10070604,"300 BLOCK E 6TH ST",0,1,0,1,0,NA,NA,NA,NA,NA,1,2,5,10,0
"4030",150163,12,3097420,10056889,"4477 S LAMAR BLVD NB",0,1,0,1,2,NA,NA,NA,NA,NA,1,5,5,7,1
"4031",160696,1,3125615,10094453,"7100 BLOCK N IH 35 SVRD SB",0,0,0,0,0,2015-05-26,26,"Tue","May",2015,1,5,4,12,1
"4032",160881,0,3125615,10094453,"7100 BLOCK N IH 35 SVRD SB",0,0,0,0,0,2015-05-26,26,"Tue","May",2015,1,5,4,12,1
"4033",171572,2,3115555,10070935,"700 BLOCK TRINITY ST",0,0,0,1,0,2016-02-19,19,"Fri","Feb",2016,1,5,5,10,0
"4034",171573,2,3115555,10070935,"700 BLOCK TRINITY ST",0,1,0,1,0,2016-02-19,19,"Fri","Feb",2016,1,5,5,10,0
"4035",171503,2,3115555,10070935,"700 BLOCK TRINITY ST",0,0,0,1,0,2016-02-19,19,"Fri","Feb",2016,1,0,5,10,0
"4036",171571,2,3115555,10070935,"700 BLOCK TRINITY ST",0,0,0,1,0,2016-02-19,19,"Fri","Feb",2016,1,0,5,10,0
"4037",171575,3,3115555,10070935,"700 BLOCK TRINITY ST",0,1,0,1,0,2016-02-19,19,"Fri","Feb",2016,1,0,5,10,0
"4038",171998,6,3115291,10070580,"314 E 6TH ST",0,0,0,1,0,NA,NA,NA,NA,NA,1,0,5,10,0
"4039",152718,2,3129643,10108927,"10205 N LAMAR BLVD",0,0,0,0,0,2014-10-20,20,"Mon","Oct",2014,0,3,1,8,1
"4040",152743,2,3129643,10108927,"10205 N LAMAR BLVD",0,0,0,0,0,2014-10-20,20,"Mon","Oct",2014,0,3,1,8,1
"4041",152920,6,3129643,10108927,"10205 N LAMAR BLVD",0,0,0,0,0,2014-10-20,20,"Mon","Oct",2014,0,3,1,8,1
"4042",144073,0,3128495,10107901,"10000 N LAMAR BLVD",0,1,0,0,0,2014-02-23,23,"Sun","Feb",2014,1,3,1,8,1
"4043",152760,21,3129643,10108927,"10205 N LAMAR BLVD",0,0,0,0,0,2014-10-20,20,"Mon","Oct",2014,1,3,1,8,1
"4044",152759,2,3129643,10108927,"10205 N LAMAR BLVD",0,0,0,0,0,2014-10-20,20,"Mon","Oct",2014,1,3,1,8,1
"4045",141908,6,3104682,10055365,"901 W BEN WHITE BLVD EB",0,0,0,0,0,NA,NA,NA,NA,NA,1,3,3,7,4
"4046",143708,9,3115266,10070399,"317 E 6TH ST",0,0,0,1,0,2014-02-15,15,"Sat","Feb",2014,0,3,5,10,1
"4047",152761,3,3129643,10108927,"10205 N LAMAR BLVD",0,0,0,0,0,2014-10-20,20,"Mon","Oct",2014,0,3,1,8,1
"4048",152696,6,3129643,10108927,"10205 N LAMAR BLVD",0,1,0,0,0,2014-10-20,20,"Mon","Oct",2014,0,3,1,8,1
"4049",152722,0,3105977,10055473,"600 W BEN WHITE BLVD SVRD EB",0,0,0,0,0,2014-10-17,17,"Fri","Oct",2014,1,3,1,7,1
"4050",152921,2,3129643,10108927,"10205 N LAMAR BLVD",0,1,0,1,2,2014-10-20,20,"Mon","Oct",2014,1,3,1,8,1
"4051",154808,2,3115830,10070051,"504 E 5TH ST",0,0,0,0,0,NA,NA,NA,NA,NA,0,3,5,10,1
"4052",154809,3,3115830,10070051,"504 E 5TH ST",0,0,0,0,0,NA,NA,NA,NA,NA,0,3,5,10,2
"4053",156867,2,3135874,10127480,"13609 N IH 35 SVRD NB",0,0,0,0,0,2015-02-26,26,"Thu","Feb",2015,0,3,1,8,1
"4054",170704,1,3120814,10056202,"2400 WICKERSHAM LN",0,0,0,0,0,2016-01-24,24,"Sun","Jan",2016,1,3,1,11,1
"4055",175578,18,3115448,10070595,"600 BLOCK TRINITY ST",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,5,10,0
"4056",175625,2,3115448,10070595,"600 BLOCK TRINITY ST",1,0,0,0,0,NA,NA,NA,NA,NA,1,3,5,10,0
"4057",177305,19,3115491,10070521,"400 E 6TH ST",0,0,0,0,0,2016-12-16,16,"Fri","Dec",2016,1,1,5,10,0
"4058",158027,2,3115555,10070291,"411 E 6TH ST",1,0,0,0,0,2015-03-27,27,"Fri","Mar",2015,1,5,5,10,1
"4059",162807,4,3113120,10066752,"S CONGRESS AVE / W RIVERSIDE DR",0,1,0,0,0,NA,NA,NA,NA,NA,1,5,1,7,1
"4060",162808,8,3113120,10066752,"S CONGRESS AVE / W RIVERSIDE DR",0,1,0,0,0,NA,NA,NA,NA,NA,1,5,1,7,2
"4061",162841,8,3113120,10066752,"S CONGRESS AVE / W RIVERSIDE DR",0,1,0,1,1,NA,NA,NA,NA,NA,1,5,1,7,1
"4062",170189,3,3130162,10066577,"800 AIRPORT BLVD",0,0,0,0,0,NA,NA,NA,NA,NA,1,5,1,6,1
"4063",143449,1,3128112,10091482,"1114 CAMINO LA COSTA",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,12,1
"4064",149220,12,3114567,10043869,"4700 E STASSNEY LN",1,1,0,0,0,NA,NA,NA,NA,NA,1,3,2,9,5
"4065",177140,1,3097668,10043017,"7310 SHERWOOD RD",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,9,1
"4066",177201,5,3097668,10043017,"7310 SHERWOOD RD",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,9,1
"4067",177265,4,3131500,10105709,"9602 N IH 35 SVRD SB",0,1,0,0,0,2016-12-12,12,"Mon","Dec",2016,1,3,3,8,2
"4068",148699,13,3114567,10043869,"4700 E STASSNEY LN",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,3,9,5
"4069",176417,2,3120413,10090862,"W KOENIG LN / CHESTERFIELD AVE",0,1,0,1,1,2016-10-15,15,"Sat","Oct",2016,1,2,1,12,1
"4070",151719,3,3120298,10078450,"3100 BLOCK N IH 35 SVRD NB",0,0,0,0,0,2014-09-11,11,"Thu","Sep",2014,0,5,1,6,1
"4071",143037,2,3135766,10075417,"5605 SAMUEL HUSTON AVE",1,1,0,1,6,NA,NA,NA,NA,NA,1,5,1,6,1
"4072",149805,9,3113126,10069732,"200 LAVACA ST",0,0,0,0,0,2014-07-23,23,"Wed","Jul",2014,1,5,1,10,1
"4073",153120,6,3113155,10071257,"600 GUADALUPE ST",1,1,0,0,0,2014-10-30,30,"Thu","Oct",2014,1,5,1,10,1
"4074",176046,5,3110718,10052849,"710 E BEN WHITE BLVD SVRD WB",0,0,0,0,0,2016-09-22,22,"Thu","Sep",2016,1,5,1,7,1
"4075",153639,21,3124783,10117077,"11511 METRIC BLVD",0,1,0,1,1,2014-11-19,19,"Wed","Nov",2014,1,3,1,8,1
"4076",175011,4,3120864,10058734,"2512 E RIVERSIDE DR",0,0,0,0,0,NA,NA,NA,NA,NA,1,3,1,11,0
"4077",175012,5,3120864,10058734,"2512 E RIVERSIDE DR",0,0,0,0,0,NA,NA,NA,NA,NA,1,3,1,11,1
"4078",142048,0,3131149,10086648,"5800 WELLINGTON DR",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,12,1
"4079",155802,3,3133647,10084692,"5707 MANOR RD",0,1,0,1,2,NA,NA,NA,NA,NA,1,2,1,12,1
"4080",162742,1,3136619,10086004,"6400 MANOR RD",1,0,0,0,0,NA,NA,NA,NA,NA,0,2,1,12,1
"4081",173005,1,3129635,10092694,"1305 RADCLIFF DR",1,1,0,0,0,2016-03-30,30,"Wed","Mar",2016,1,2,2,12,1
"4082",173782,3,3116253,10070465,"615 RED RIVER ST",1,1,0,0,0,NA,NA,NA,NA,NA,1,2,1,10,0
"4083",173791,5,3116253,10070465,"615 RED RIVER ST",1,1,0,0,0,NA,NA,NA,NA,NA,1,2,1,10,0
"4084",173792,18,3116253,10070465,"615 RED RIVER ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,10,0
"4085",174818,2,3149776,10082553,"8101 COLONY LOOP DR",0,1,0,1,1,2016-07-15,15,"Fri","Jul",2016,1,2,1,6,1
"4086",174817,1,3149776,10082553,"8101 COLONY LOOP DR",0,1,0,1,1,2016-07-15,15,"Fri","Jul",2016,1,2,1,6,1
"4087",177486,0,3118746,10057154,"2201 WILLOW CREEK DR",0,0,0,0,0,2016-12-23,23,"Fri","Dec",2016,1,5,1,11,1
"4088",146052,0,3144756,10082961,"6710 LOYOLA LN",0,0,0,0,0,2014-04-12,12,"Sat","Apr",2014,1,2,1,6,1
"4089",174723,6,3126690,10088315,"5700 CAMERON RD",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,12,2
"4090",173172,2,3113533,10071562,"700 LAVACA ST",1,0,0,0,0,NA,NA,NA,NA,NA,0,5,1,10,0
"4091",173173,9,3113533,10071562,"700 LAVACA ST",1,0,0,0,0,NA,NA,NA,NA,NA,0,5,1,10,0
"4092",159443,9,3097404,10031430,"10001 S 1ST ST",0,1,0,1,1,2015-04-26,26,"Sun","Apr",2015,1,3,1,9,1
"4093",161285,9,3101330,10048862,"900 COUGAR CV",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,9,1
"4094",161286,4,3101330,10048862,"900 COUGAR CV",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,9,1
"4095",168522,2,3117269,10068018,"100 MEDINA",0,0,0,1,1,2015-11-18,18,"Wed","Nov",2015,1,2,1,10,1
"4096",146241,3,3117088,10056329,"2507 BURLESON RD",0,1,0,1,0,2014-04-17,17,"Thu","Apr",2014,1,5,1,11,1
"4097",146280,1,3117088,10056329,"2507 BURLESON RD",0,0,0,1,0,2014-04-17,17,"Thu","Apr",2014,1,5,1,11,1
"4098",146279,1,3117088,10056329,"2507 BURLESON RD",0,1,0,1,0,2014-04-17,17,"Thu","Apr",2014,1,5,1,11,1
"4099",146242,0,3117088,10056329,"2507 BURLESON RD",0,1,0,1,0,2014-04-17,17,"Thu","Apr",2014,1,5,1,11,0
"4100",146243,1,3117088,10056329,"2507 BURLESON RD",0,1,0,1,0,2014-04-17,17,"Thu","Apr",2014,1,5,1,11,1
"4101",158541,1,3107457,10042310,"6503 BLUFF SPRINGS RD",0,1,0,0,0,NA,NA,NA,NA,NA,0,5,1,9,1
"4102",143448,4,3128112,10091482,"1114 CAMINO LA COSTA",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,12,1
"4103",144071,9,3128495,10107901,"10000 N LAMAR BLVD",0,1,0,1,1,2014-02-23,23,"Sun","Feb",2014,1,3,1,8,1
"4104",163582,1,3103172,10033347,"333 E SLAUGHTER LN",0,1,0,0,0,2015-07-18,18,"Sat","Jul",2015,1,3,5,9,1
"4105",142231,14,3129101,10104848,"E RUNDBERG LN / GEORGIAN DR",0,1,0,0,0,NA,NA,NA,NA,NA,1,2,4,8,1
"4106",149445,3,3121437,10057605,"2100 WICKERSHAM LN",0,0,0,0,0,2014-07-14,14,"Mon","Jul",2014,1,2,1,11,1
"4107",176035,8,3127578,10106801,"900 RUTLAND DR",0,0,0,0,0,2016-09-23,23,"Fri","Sep",2016,1,2,1,8,4
"4108",176036,9,3127578,10106801,"900 RUTLAND DR",0,0,0,0,0,2016-09-23,23,"Fri","Sep",2016,1,2,1,8,5
"4109",176050,1,3127578,10106801,"900 RUTLAND DR",1,0,0,0,0,2016-09-23,23,"Fri","Sep",2016,1,2,5,8,1
"4110",169145,18,3115457,10070430,"400K E 6TH ST",0,0,0,0,0,NA,NA,NA,NA,NA,0,2,5,10,1
"4111",146363,1,3097244,10139096,"13700 N US 183 HWY SVRD NB",0,0,0,0,0,2014-04-21,21,"Mon","Apr",2014,1,5,1,3,1
"4112",153296,15,3066378,10057424,"8109 LANDSMAN DR",0,0,0,0,0,NA,NA,NA,NA,NA,1,5,1,7,1
"4113",153287,2,3105543,10134884,"12602 VELARDE CV",0,0,0,0,0,NA,NA,NA,NA,NA,0,5,1,3,1
"4114",153288,6,3105543,10134884,"12602 VELARDE CV",0,0,0,0,0,NA,NA,NA,NA,NA,0,5,1,3,1
"4115",147699,0,3114319,10043648,"5400 BLOCK S PLEASANT VALLEY RD",1,0,0,1,2,2014-05-27,27,"Tue","May",2014,1,3,5,9,1
"4116",155804,3,3122801,10071625,"2209 ROSEWOOD AVE",0,1,0,1,1,2015-01-29,29,"Thu","Jan",2015,1,3,1,6,1
"4117",170827,1,3122414,10057042,"2104 KIRKSEY DR",0,0,0,0,0,2016-01-27,27,"Wed","Jan",2016,0,5,1,11,1
"4118",147204,0,3097212,10035631,"600 W SLAUGHTER LN",0,0,0,0,0,2014-05-16,16,"Fri","May",2014,1,3,1,9,1
"4119",150800,7,3112061,10071257,"510 RIO GRANDE ST",0,0,0,1,1,2014-08-24,24,"Sun","Aug",2014,1,3,1,10,1
"4120",174142,22,3138768,10047351,"3600 PRESIDENTIAL BLVD",0,1,0,0,0,2016-05-27,27,"Fri","May",2016,0,2,5,4,1
"4121",145213,6,3122629,10061652,"S LAKESHORE BLVD / S PLEASANT VALLEY RD",0,0,0,0,0,2014-03-22,22,"Sat","Mar",2014,1,5,4,11,1
"4122",164164,1,3114811,10057396,"2500 S IH 35 SVRD NB",0,0,0,0,0,2015-07-30,30,"Thu","Jul",2015,1,5,1,11,1
"4123",166503,4,3107063,10056662,"3625 S 1ST ST",0,1,0,1,1,2015-09-16,16,"Wed","Sep",2015,1,5,1,7,1
"4124",167710,2,3115019,10070660,"214 E 6TH ST",0,0,0,0,0,2015-10-26,26,"Mon","Oct",2015,1,5,2,10,1
"4125",153913,2,3127055,10103954,"8912 N LAMAR BLVD",0,0,0,0,0,NA,NA,NA,NA,NA,1,3,1,8,1
"4126",149251,15,3131928,10085164,"2401 ROGGE LN",0,0,0,0,0,NA,NA,NA,NA,NA,0,2,1,12,1
"4127",163243,8,3119054,10067719,"1600 E 2ND ST",0,0,0,0,0,2015-07-10,10,"Fri","Jul",2015,1,5,5,10,1
